"","X49041_Reb_TAM","X49041_Reb_TC","X49059_Reb_TAM","X49059_Reb_TC","X49827_Reb_TAM","X49827_Reb_TC","X49849_Reb_TAM","X49849_Reb_TC","X49823_EP_TAM","X49823_EP_TC","X49825_EP_TAM","X49825_EP_TC","X49830_EP_TAM","X49830_EP_TC","X49831_EP_TAM","X49831_EP_TC","X49843_EP_TAM","X49843_EP_TC","X49845_EP_TAM","X49845_EP_TC","X54359_Veh_TAM","X54359_Veh_TC","X54363_Veh_TAM","X54363_Veh_TC","X57098_Veh_TAM","X57098_Veh_TC","X57682_Veh_TAM","X57682_Veh_TC","X64247_Veh_TAM","X64247_Veh_TC"
"AK129341",0,10,4,10,0,4,2,18,0,106,0,42,2,8,0,38,0,16,2,162,0,11,2,45,5,34,0,48,19,53
"Phxr4",84,372,58,264,94,114,90,338,166,40,122,70,136,36,50,34,92,54,76,8,28,98,126,57,109,494,91,589,10,201
"Panx1",44,138,104,234,38,158,62,282,74,82,60,70,32,100,12,42,32,4,94,2,61,111,116,44,52,253,54,316,48,214
"Zfp558",98,256,88,126,134,64,212,148,40,8,154,84,32,2,60,6,16,2,130,18,43,121,70,2,232,220,185,425,150,78
"Olfm2",46,3310,98,4936,14,876,64,5792,14,60,20,74,4,72,4,102,16,132,0,28,32,2156,3,1309,34,3413,47,3330,19,1302
"Spc24",188,820,20,748,66,116,60,1152,226,124,158,38,104,40,80,24,250,64,334,36,136,855,360,649,352,1179,286,967,751,1535
"BC018242",38,776,4,784,2,182,4,606,10,86,8,74,4,32,2,32,12,42,12,102,33,850,12,338,3,627,7,661,37,603
"Acp5",4076,36,3814,4,364,1142,620,18,60,1674,116,1050,56,622,46,1086,66,38,24,202,848,3,1147,44,815,46,2732,28,1842,53
"B3gat1",8,866,14,652,14,398,30,1050,12,138,18,68,2,52,14,50,4,128,10,26,10,571,4,256,2,986,3,1151,6,416
"Jam3",190,7210,218,5186,190,1028,254,4616,126,242,102,136,76,162,42,158,154,384,182,298,329,2992,303,956,461,7882,339,5257,335,5278
"AI414108",46,3022,64,1154,28,438,32,1720,12,24,0,80,0,8,2,58,0,172,2,14,3,992,2,676,9,2518,7,4811,24,1668
"Opcml",62,1912,20,1714,10,762,6,2182,6,68,0,126,18,48,8,32,24,148,0,54,11,1080,3,357,2,2104,6,3606,12,1079
"Kirrel3",16,934,66,1190,4,148,6,896,4,50,10,26,0,58,2,50,2,88,28,34,3,439,4,63,5,607,3,1091,17,396
"Chek1",204,184,18,384,26,190,78,648,260,34,264,60,6,12,44,6,220,48,384,4,1,145,204,260,274,889,207,983,137,624
"AW551984",0,552,0,210,8,208,2,128,8,34,0,2,0,10,36,24,2,20,0,4,1,423,22,175,6,537,2,485,13,158
"Scn3b",40,1544,22,730,52,338,16,938,4,72,12,22,4,20,0,94,30,64,0,164,102,894,55,230,24,1654,85,2617,115,373
"Gramd1b",696,646,534,212,1048,440,1024,180,86,344,84,448,92,106,66,166,152,36,122,588,1928,128,516,148,614,669,2666,586,1001,104
"Tmem136",2,602,6,758,6,166,4,614,12,60,0,42,6,18,0,68,10,68,14,158,13,149,0,132,4,594,2,1091,1,309
"Pvrl1",122,168,182,652,22,128,76,716,32,84,8,52,0,10,2,24,20,20,36,36,70,236,31,261,95,788,75,1087,124,572
"Abcg4",0,272,0,294,0,54,0,392,4,16,0,6,6,26,0,2,2,14,0,12,2,202,0,151,0,317,5,482,3,186
"Phldb1",112,2268,72,1470,74,734,88,1932,160,116,144,160,78,32,30,76,144,206,176,100,148,1483,85,610,90,1727,68,1772,128,883
"Cd3d",114,38,102,4,14,2988,52,56,14,4066,20,3488,8,2220,26,2376,4,8,14,16,2,27,5,10,9,13,1,2,12,14
"Amica1",198,38,522,20,50,410,64,36,24,436,4,758,4,172,42,466,6,0,28,0,73,20,87,2,320,6,393,31,356,0
"Fxyd6",122,6436,102,4384,56,2198,92,4740,54,258,70,246,42,114,52,200,76,792,38,150,233,5028,82,2446,42,7938,40,7508,53,4661
"Dscaml1",2,1084,14,262,2,166,2,450,2,8,2,8,0,10,0,34,0,26,0,30,33,82,0,55,10,375,2,477,7,107
"Tagln",42,524,86,306,22,62,34,62,10,6,10,20,22,24,20,10,10,42,18,4,1,330,27,437,59,320,68,545,43,401
"Zbtb16",58,114,216,152,38,178,92,224,920,232,72,238,514,210,476,318,556,156,382,164,5,14,0,86,41,146,42,75,31,9
"2310030G06Rik",0,6,0,4,0,24,0,6,2,62,4,26,0,60,0,38,0,26,0,278,7,11,1,21,0,2,0,4,2,0
"AI593442",8,628,48,1828,12,324,46,1398,28,220,46,92,40,24,18,58,6,32,68,312,9,514,1,174,3,1082,11,1264,4,175
"Lingo1",38,254,8,270,4,160,0,348,6,34,24,26,10,14,20,42,2,32,28,84,6,95,0,47,11,290,4,274,2,181
"Cspg4",1038,2808,1380,12184,98,1508,1286,15332,30,216,4,110,2,86,4,138,88,532,2,60,737,6899,480,1419,263,16719,1212,18601,1047,8036
"Sema7a",126,32,192,162,4,18,24,126,0,8,6,12,0,4,0,12,6,18,6,14,9,73,6,18,26,107,11,120,18,172
"Cd276",58,1442,64,2394,84,248,94,2244,116,28,170,72,82,6,102,56,116,144,192,80,398,911,273,187,171,1344,323,1689,349,1033
"Larp6",0,248,0,96,0,100,12,80,0,8,0,36,0,70,0,16,0,8,0,18,0,121,0,0,1,179,0,185,0,32
"Uaca",60,2174,96,870,76,170,84,728,32,184,18,422,10,458,10,362,42,148,22,270,7,253,188,513,122,1061,109,750,109,664
"Kif23",214,1244,60,1580,158,188,166,1342,478,172,274,80,426,120,256,36,324,110,546,8,70,413,421,455,946,1004,732,1499,697,1170
"Paqr5",34,44,14,18,4,24,12,26,0,512,2,420,4,136,0,180,0,54,4,866,8,3,9,1,7,111,3,32,11,5
"Calml4",14,84,28,4,2,30,6,4,40,2838,8,1502,2,358,6,566,0,96,12,7598,7,42,1,1,4,22,26,8,5,19
"Smad6",16,2,14,2,28,4,36,2,64,24,28,36,38,26,12,8,8,14,32,44,41,22,33,18,19,10,34,4,24,4
"Zwilch",174,470,22,568,60,70,24,502,174,66,170,54,70,8,26,10,150,54,228,4,40,246,141,165,415,582,307,785,184,438
"Megf11",86,2142,12,2838,66,904,68,3652,62,156,58,86,58,28,28,40,32,214,34,28,67,1374,57,406,125,2914,121,3853,125,1185
"Parp16",40,134,72,122,76,84,100,202,122,62,132,36,126,14,76,52,90,4,202,2,201,33,209,121,140,88,111,125,96,108
"Snx22",286,560,284,464,86,216,72,606,92,32,146,86,122,36,68,16,136,88,198,34,73,1046,233,552,189,2406,180,2338,275,826
"Car12",290,348,52,74,22,138,2,10,18,5578,16,2428,2,366,2,938,16,106,38,13678,0,108,2,6,4,25,9,53,7,12
"Anxa2",2620,1750,3746,2630,564,1196,2288,784,356,3240,102,3760,60,2498,50,2430,376,522,50,976,2589,1048,3079,1401,2971,2575,8006,1110,10359,2521
"Myo1e",1650,532,4680,108,2752,244,5366,128,278,298,240,606,268,64,210,116,548,44,386,172,7669,410,4244,385,4737,147,6009,281,5544,77
"Pygo1",0,30,0,52,2,20,0,56,8,36,0,22,2,4,0,6,0,4,0,20,0,6,0,10,2,68,1,125,3,58
"Gsta4",56,80,20,48,18,292,34,32,56,1596,26,1252,12,592,6,836,30,204,42,4030,27,421,48,728,47,334,59,223,60,102
"D430036J16Rik",0,170,4,784,0,18,0,432,4,2,4,72,8,10,0,6,10,12,0,24,0,127,1,531,1,826,5,410,2,238
"Spsb4",2,54,16,304,2,32,0,272,4,8,0,18,0,2,0,2,0,2,4,6,0,358,0,226,7,252,5,311,4,393
"Il20rb",36,4,50,0,22,18,14,24,2,46,18,2,4,0,6,20,8,6,8,10,14,1,9,53,60,36,51,29,21,1
"Poc1a",68,136,42,162,88,32,100,244,84,60,78,36,74,12,40,14,102,2,78,66,186,158,516,159,348,338,357,376,429,291
"Dusp7",150,186,408,186,102,76,436,338,20,122,10,116,18,88,12,46,20,30,22,64,892,360,1113,278,354,212,806,353,554,171
"Pcbp4",40,952,46,1338,24,420,62,1592,10,228,2,136,12,82,2,164,6,168,24,360,15,1038,6,581,3,992,8,650,29,2003
"Dock3",8,862,6,552,50,280,8,970,32,80,14,66,18,10,22,80,12,84,30,96,16,183,15,218,5,1190,34,1492,45,420
"Mapkapk3",898,90,1194,128,296,414,728,72,130,632,52,580,80,136,86,330,42,6,72,208,892,58,719,182,250,295,1092,233,900,131
"Traip",106,250,12,348,22,48,50,374,102,44,74,62,48,2,26,28,96,44,122,48,64,256,174,86,298,615,314,709,286,652
"Gmppb",252,196,778,680,416,174,524,486,114,260,128,156,30,102,42,122,164,24,168,396,1279,260,1257,181,1382,637,1114,636,1808,560
"Ccdc36",26,12,4,0,2,2,12,10,82,0,102,4,26,0,14,0,30,4,80,2,0,0,9,2,67,50,37,54,20,6
"Itga9",90,434,178,1824,364,418,170,1888,718,86,676,72,402,24,334,90,472,150,824,82,197,445,231,215,166,2060,278,792,79,317
"Xylb",140,104,88,96,60,70,46,92,202,2,74,6,84,8,62,30,136,48,178,52,117,14,192,175,136,239,174,163,78,115
"Acvr2b",30,108,4,68,36,36,24,40,192,54,74,32,94,0,46,16,128,20,102,128,69,28,54,37,24,102,27,135,23,16
"Kif15",266,900,22,924,126,260,150,1266,568,196,298,40,324,56,196,52,292,136,580,56,91,290,258,505,578,1381,391,1468,465,1073
"Tmem158",6,28,4,36,0,22,0,42,14,2,6,10,2,8,0,10,4,10,2,24,9,48,6,59,1,62,0,73,3,116
"Xcr1",138,16,192,12,12,72,66,6,2,70,12,94,14,0,2,84,6,0,10,2,14,0,18,59,63,37,52,26,58,48
"Ccr1",1980,0,8378,20,178,10,1388,0,154,4,36,22,74,0,40,6,146,20,74,8,1108,7,1092,8,4379,26,10612,32,2634,79
"Ccr2",8826,6,6332,8,794,1666,2414,2,754,3104,90,2082,276,776,76,1254,210,32,204,14,762,24,887,50,3380,28,21842,119,2815,61
"Nudt11",10,354,4,238,0,170,4,456,10,58,2,42,0,34,0,12,2,24,6,46,0,400,3,360,8,325,2,454,3,359
"Nudt10",8,482,14,434,40,256,8,580,2,106,10,84,24,60,18,20,0,46,12,26,0,346,2,181,1,539,12,1216,0,294
"Clcn5",112,170,146,476,166,50,190,402,96,24,164,40,144,30,92,36,58,18,274,40,155,132,261,71,446,508,315,494,151,330
"Ppp1r3f",34,44,0,26,2,48,10,72,26,38,10,20,30,26,52,18,4,2,20,4,8,28,20,38,16,119,7,90,7,16
"Gpr34",15038,44,4880,26,19024,466,22796,64,21676,704,27588,1114,25176,686,16678,1290,17942,1080,26660,684,38219,636,26622,1129,32907,610,47068,170,27285,687
"Ndp",18,738,10,66,12,266,8,258,10,74,28,26,0,26,0,92,0,52,12,12,17,434,21,230,0,217,0,295,6,298
"Slc9a7",44,166,136,92,118,42,54,108,78,2,46,64,106,6,34,10,22,10,114,2,44,24,55,50,27,76,66,122,31,33
"Cfp",2346,118,2274,54,272,54,956,58,240,10,108,44,196,18,118,20,140,30,220,2,1238,10,961,21,1031,131,3523,108,2737,57
"Fam70a",12,1668,22,1070,12,296,4,1706,20,204,6,78,2,34,2,28,16,24,18,76,1,1956,5,472,10,2486,22,4219,18,836
"Gria3",78,4622,72,5036,28,1224,58,5666,38,200,18,272,16,40,2,116,8,292,20,18,17,1236,7,557,14,5020,29,7225,18,1152
"Zdhhc9",176,158,96,66,132,48,174,120,124,8,126,26,156,2,78,22,72,22,200,74,170,55,205,84,158,123,115,93,139,114
"Rab33a",28,448,20,372,12,246,46,504,22,14,4,58,14,10,4,52,10,126,12,10,13,920,41,540,29,912,32,575,65,941
"6720401G13Rik",326,890,208,488,332,276,458,568,534,46,362,156,496,88,230,74,166,42,288,16,122,58,203,43,718,770,733,1416,81,80
"Frmd7",26,432,10,588,2,138,8,540,12,86,18,12,6,28,2,10,8,10,8,6,6,287,2,211,16,521,11,707,5,615
"Mbnl3",328,2,314,0,14,226,110,12,14,416,6,772,18,104,6,322,2,4,16,4,36,80,5,163,99,17,177,8,49,40
"Gpc3",12,90,30,40,0,66,0,32,4,928,0,988,0,748,16,898,26,294,2,470,3,17,1,52,31,480,69,153,46,5
"4930502E18Rik",298,0,332,0,292,8,492,0,30,8,64,6,44,0,42,0,112,18,66,10,172,1,123,0,60,6,159,1,104,0
"Slitrk2",134,8534,108,4882,20,848,56,6184,36,116,30,76,0,124,6,48,6,160,14,124,5,1392,9,363,22,6244,35,8488,11,1883
"Mamld1",6,228,14,478,10,78,20,390,14,60,6,8,8,6,4,10,4,32,6,190,2,180,0,298,11,682,14,847,19,136
"Atp2b3",2,34,2,28,16,16,0,2,0,268,0,120,0,106,0,74,6,26,0,606,1,37,0,19,1,38,0,25,4,6
"Plxnb3",290,3818,202,3074,126,622,178,4274,110,22,66,68,240,54,112,46,48,288,108,38,295,843,112,371,343,6845,446,3306,267,2087
"Plxna3",64,1136,86,606,40,168,40,944,32,32,38,4,8,4,116,34,74,16,166,78,155,590,97,373,110,1041,97,1280,54,651
"Rab39b",22,600,10,454,24,200,18,684,10,78,42,36,2,42,4,20,0,36,2,70,2,423,3,132,6,670,8,871,0,245
"Prrg1",86,1620,34,314,38,420,106,814,2,60,22,92,6,32,2,56,2,94,2,26,4,182,4,285,17,574,6,529,5,194
"Gspt2",2,114,8,270,4,62,2,202,0,26,0,54,0,32,0,2,0,14,4,72,1,196,7,118,14,241,19,361,12,228
"Spin4",0,86,2,326,2,62,0,284,2,82,0,12,0,26,0,4,0,8,0,4,2,52,6,11,6,344,7,219,3,70
"F630028O10Rik",314,0,448,2,34,4,126,0,42,2,2,12,24,0,4,0,14,0,28,2,31,41,41,0,144,3,240,0,105,2
"Kif4",62,808,26,1410,144,214,104,1250,260,66,280,70,212,62,170,80,214,118,252,18,104,783,307,560,739,1547,580,2176,600,668
"Slc7a3",18,746,24,832,10,172,34,1242,6,26,16,18,8,22,24,16,14,26,6,18,39,650,1,263,48,944,19,1396,5,215
"Nlgn3",128,6330,74,7258,34,814,76,8354,30,152,0,286,6,176,10,60,16,206,22,108,11,3466,27,884,28,12637,33,10626,46,4151
"Gjb1",10,230,88,64,2,90,8,300,10,12,10,24,0,34,10,6,0,44,6,22,1,390,0,197,3,1862,4,393,10,821
"Cxcr3",90,2,134,4,46,1884,18,4,2,1564,4,2512,8,1156,12,1712,14,0,14,2,32,7,4,5,39,1,95,2,6,4
"Zdhhc15",24,676,4,762,0,152,8,648,0,110,0,66,0,32,0,44,6,32,0,6,16,201,1,45,10,818,2,999,55,161
"Rps6ka6",8,262,0,342,6,104,0,474,0,48,6,28,0,56,0,14,0,18,0,92,0,274,0,212,6,898,6,770,6,456
"Zfp711",0,204,0,180,0,140,0,384,2,4,0,8,0,6,0,6,2,16,0,14,0,74,2,251,0,418,1,788,2,23
"Dach2",10,288,6,240,2,110,4,110,0,26,6,6,0,2,0,20,0,34,0,60,0,185,3,120,1,407,0,583,38,191
"Pcdh11x",12,1392,6,1028,6,238,0,1310,2,6,0,80,2,118,0,6,0,148,8,72,10,662,2,52,8,1753,5,3092,14,387
"Pcdh19",2,1186,10,178,2,144,0,428,12,40,0,44,0,18,0,40,12,52,2,6,0,131,3,113,0,105,1,190,1,111
"Arl13a",4,0,4,0,2,0,4,0,14,0,10,0,6,2,6,0,4,8,16,0,6,0,1,0,9,4,7,7,10,0
"Cenpi",426,916,74,844,146,108,152,1294,324,152,206,156,184,26,116,32,280,124,432,34,27,660,213,276,885,1113,601,1327,527,1188
"Armcx4",2,812,8,762,12,320,4,748,16,64,2,78,18,40,0,32,2,104,4,110,1,250,2,423,1,777,4,821,2,523
"Armcx6",20,154,2,100,12,38,24,124,34,46,26,64,10,2,8,14,44,4,16,38,69,33,65,33,31,139,22,98,48,78
"Tceal6",0,126,2,102,10,104,10,146,6,24,4,24,0,14,0,12,2,48,12,32,3,460,4,292,1,322,0,263,12,294
"Arxes1",20,1166,34,1550,0,260,12,1752,2,54,2,48,0,22,4,8,2,116,4,56,2,1434,6,325,4,2103,3,1850,2,1668
"BC065397",14,100,34,50,20,52,14,128,64,24,36,28,20,16,6,12,8,4,52,6,7,84,22,2,36,127,18,193,10,90
"Rab9b",28,382,0,248,28,162,10,268,6,12,4,60,2,2,0,58,0,8,0,82,0,113,4,7,2,391,2,549,0,182
"Pak3",40,3260,52,3204,18,784,36,2284,32,92,28,90,4,16,20,78,12,256,4,94,4,1042,34,669,8,4342,45,4180,20,2651
"Dcx",24,3372,2,1140,32,838,30,2016,6,120,0,4,0,34,2,10,8,128,12,62,6,942,2,628,4,1810,6,2651,50,462
"Lrch2",4,356,0,262,4,112,4,426,0,8,0,6,2,14,8,4,0,42,6,28,3,99,3,104,0,532,5,526,13,402
"Alas2",198,82,358,74,86,482,578,254,412,9926,126,1948,214,1956,132,4052,174,1462,126,1092,223,947,617,6911,32,135,54,123,242,468
"Kctd12b",78,1222,14,186,134,238,40,582,98,82,120,56,96,50,72,14,86,32,96,238,30,502,57,12,155,339,174,446,94,105
"Ptchd1",744,470,492,636,1274,230,1548,524,474,48,972,84,586,26,368,44,714,86,686,64,1116,343,386,151,1112,367,730,1472,143,111
"Reps2",280,286,280,294,206,224,154,218,26,294,2,270,34,166,32,140,86,76,16,198,114,316,33,285,61,261,88,363,103,167
"Siah1b",54,76,10,152,44,100,38,180,48,36,24,12,68,24,28,6,26,14,56,114,48,105,14,99,45,169,36,147,47,144
"Frmpd4",42,26,2,10,14,48,0,4,134,474,114,372,178,106,74,170,44,24,100,1230,4,47,5,5,11,40,15,12,5,5
"Mid1",22,42,8,62,6,36,8,48,14,28,8,22,4,4,6,2,20,6,4,8,1,44,15,6,24,19,36,41,24,46
